52JFVP,Personenauto,BMW,3ER REIHE; 320I TOURING AUT.,04/05/2013,13228,2171,1440,2005,14/03/2002,14/03/2002,,Ja
18PDJ3,Personenauto,RENAULT,TWINGO,03/05/2014,,1149,839,1370,14/01/2011,14/01/2011,9435,Ja
8KBJ56,Personenauto,TOYOTA,TOYOTA AURIS,01/05/2013,,1798,1285,1840,12/03/2013,12/03/2013,28420,Ja
RZLN39,Personenauto,FIAT,CINQUECENTO,02/05/2013,894,899,701,1150,15/10/1997,15/10/1997,,Ja
9KGV32,Personenauto,FIAT,FIAT PUNTO,01/05/2013,2656,1242,835,1370,30/06/2003,01/05/2013,,Ja
9KGJ01,Personenauto,TOYOTA,TOYOTA YARIS HYBRID,01/05/2013,,1497,1070,1565,01/05/2013,01/05/2013,21995,Ja
93HLD2,Personenauto,FIAT,FIAT 500,04/05/2013,2635,1242,840,1305,03/01/2009,03/01/2009,16105,Ja
46PTXL,Personenauto,SMART,SMART ROADSTER-COUPE,01/05/2013,6573,698,785,1030,01/12/2004,01/12/2004,,Ja
LR99YX,Personenauto,VOLKSWAGEN,111111,03/05/2014,,,780,,21/06/1978,21/06/1978,,Ja
10KNV2,Personenauto,SUZUKI,ALTO,02/05/2013,,996,830,1250,09/01/2010,09/01/2010,10798,Ja
JX26VK,Personenauto,VOLKSWAGEN,GOLF C 37 KW,03/05/2014,,,740,,10/06/1983,10/06/1983,,Nee
27HPN2,Personenauto,VOLKSWAGEN,GOLF PLUS,03/05/2014,5860,1390,1316,1950,23/01/2009,23/01/2009,27126,Ja
25JKH4,Personenauto,MITSUBISHI,MITSUBISHI COLT,01/05/2013,1636,1332,920,1435,17/06/2009,17/06/2009,,Ja
RX75PB,Personenauto,HONDA,CIVIC 3D 1.5 GL,02/05/2013,,1488,825,1270,21/04/1987,21/04/1987,,Ja
63GTPB,Personenauto,LEXUS,LEXUS RX300,03/05/2014,15853,2995,1765,2270,22/03/2001,22/03/2001,,Ja
4KJD48,Personenauto,TOYOTA,TOYOTA YARIS HYBRID,02/05/2013,,1497,1060,1565,02/05/2013,02/05/2013,19570,Ja
79RPH2,Personenauto,AUDI,AUDI A1,04/05/2013,3641,1197,1015,1490,04/07/2011,04/07/2011,31684,Ja
94GBK5,Personenauto,HONDA,CIVIC 5DR,02/05/2013,4215,1339,1140,1650,29/05/2008,29/05/2008,22100,Ja
08ZGRF,Personenauto,RENAULT,TWINGO,04/05/2013,2449,1149,930,1375,31/01/2008,31/01/2008,,Ja
1KDV54,Personenauto,KIA,PICANTO,01/05/2013,,998,820,1340,01/05/2013,01/05/2013,10391,Ja
89PBZ6,Personenauto,HYUNDAI,MATRIX,02/05/2013,3902,1599,1223,1800,08/01/2011,08/01/2011,17435,Ja
JG70KP,Personenauto,MINI,1000 HLE,04/05/2013,,,620,,18/11/1982,18/11/1982,,Nee
55ZGLK,Personenauto,FORD,FUSION,03/05/2014,4225,1596,1059,1605,25/01/2008,25/01/2008,,Ja
91JNX1,Personenauto,SKODA,FABIA,03/05/2014,2213,1198,1025,1565,15/07/2009,15/07/2009,12629,Ja
47PHL5,Personenauto,ALFA ROMEO,ALFA GIULIETTA,03/05/2014,5065,1368,1265,1795,26/01/2011,26/01/2011,32133,Ja
25SLKB,Personenauto,SEAT,LEON; 2.0 FSI,03/05/2014,6701,1984,1235,1830,23/02/2006,23/02/2006,,Ja
1KHP55,Personenauto,KIA,PICANTO,01/05/2013,,998,820,1340,01/05/2013,01/05/2013,12391,Ja
ZDLS64,Personenauto,RENAULT,MEGANE SCENIC; 1.6E,01/05/2013,4089,1598,1195,1780,29/07/1999,29/07/1999,,Ja
3TSK02,Personenauto,VOLKSWAGEN,GOLF,03/05/2014,2730,1197,1135,1730,03/05/2014,03/05/2014,26262,Ja
60PJS6,Personenauto,VOLKSWAGEN,POLO,02/05/2013,,1199,1050,1590,02/02/2011,02/02/2011,18079,Ja
TZSF67,Personenauto,PEUGEOT,206; 1.4 5DRS,02/05/2013,2440,1360,925,1450,17/09/1998,17/09/1998,,Ja
88TGP6,Personenauto,AUDI,AUDI Q5,03/05/2014,25941,2967,1855,2490,24/01/2012,24/01/2012,91139,Ja
9TBP01,Personenauto,OPEL,CORSA-C,03/05/2014,2931,1199,910,1455,22/01/2004,30/04/2014,,Ja
9KJL29,Personenauto,FORD,FIESTA,04/05/2013,500,998,1001,1555,04/05/2013,04/05/2013,19806,Ja
21SNZ8,Personenauto,SUZUKI,ALTO,02/05/2013,,996,830,1250,05/11/2011,05/11/2011,8298,Ja
23SBRV,Personenauto,VOLKSWAGEN,PASSAT; VARIANT TDI 77 KW,04/05/2013,10479,1896,1452,2100,11/11/2005,11/11/2005,,Ja
71LBSZ,Personenauto,VOLKSWAGEN,LUPO; 44 KW,03/05/2014,2593,1390,870,1380,15/11/2002,15/11/2002,,Ja
43LJZZ,Personenauto,KIA,JOICE; 2.0I,01/05/2013,4794,1997,1325,2070,03/02/2003,03/02/2003,,Ja
15TRFX,Personenauto,BMW,116I,03/05/2014,6328,1596,1268,1745,05/01/2007,05/01/2007,26687,Ja
RXTZ09,Personenauto,PEUGEOT,106 XR 1.1,03/05/2014,2055,1124,773,1295,21/07/1997,21/07/1997,,Ja
5TSH05,Personenauto,RENAULT,CLIO,03/05/2014,735,898,984,1588,03/05/2014,03/05/2014,17475,Ja
68HGK5,Personenauto,VOLVO,V70,02/05/2013,14892,2521,1573,2280,17/11/2008,17/11/2008,53849,Ja
40YA88,Personenauto,LAND ROVER,88 II,03/05/2014,,2286,1530,2020,30/06/1975,25/10/2001,,Ja
GZTD69,Personenauto,VOLKSWAGEN,PASSAT CL VARIANT 66 KW E2,03/05/2014,4736,1781,1173,1700,29/09/1993,29/09/1993,,Ja
56JTB2,Personenauto,RENAULT,MEGANE,03/05/2014,6333,1998,1265,1870,27/08/2009,27/08/2009,,Ja
8TKB99,Personenauto,FIAT,FIAT 500,03/05/2014,420,875,905,1370,28/02/2014,28/02/2014,18080,Ja
60ZFBB,Personenauto,CADILLAC,CTS,02/05/2013,17791,3564,1773,2360,15/01/2008,15/01/2008,67619,Ja
1KJG52,Personenauto,SKODA,RAPID,02/05/2013,4000,1390,1130,1690,02/05/2013,02/05/2013,25169,Ja
92JHGG,Personenauto,BMW,X REIHE; X5 3.0D AUT.,01/05/2013,22737,2926,2070,2685,05/04/2002,05/04/2002,,Ja
8TTD69,Personenauto,AUDI,AUDI A6,03/05/2014,14436,2393,1570,2225,22/06/2005,03/05/2014,,Ja
36JXG8,Personenauto,NISSAN,NISSAN MICRA,02/05/2013,2428,1240,932,1475,21/09/2009,21/09/2009,13499,Ja
8958VP,Personenauto,BMW,2002,04/05/2013,,1800,1000,,12/01/1973,12/01/1973,,Ja
27PRN1,Personenauto,TOYOTA,TOYOTA YARIS,01/05/2013,1531,1329,1025,1480,18/03/2011,18/03/2011,15980,Ja
07RPD8,Personenauto,PEUGEOT,PEUGEOT 107,01/05/2013,,998,780,1190,30/06/2011,30/06/2011,10920,Ja
68XVVH,Personenauto,FORD,FOCUS,01/05/2013,4580,1798,1219,1795,30/10/2007,30/10/2007,,Ja
58HLG2,Personenauto,AUDI,AUDI A4,01/05/2013,10396,1968,1495,2090,14/01/2009,14/01/2009,44105,Ja
08TPZX,Personenauto,TOYOTA,TOYOTA AYGO,01/05/2013,1102,998,805,1190,05/01/2007,05/01/2007,10690,Ja
7KJG73,Personenauto,FIAT,FIAT 500,02/05/2013,,875,905,1370,02/05/2013,02/05/2013,16690,Ja
4KJN27,Personenauto,BMW,520D,04/05/2013,8436,1995,1690,2365,04/05/2013,04/05/2013,74602,Ja
8KJH28,Personenauto,FORD,B-MAX,04/05/2013,2375,998,1179,1760,04/05/2013,04/05/2013,26646,Ja
68KNF5,Personenauto,VOLKSWAGEN,POLO,02/05/2013,3012,1390,970,1550,31/12/2009,31/12/2009,15805,Ja
2KDH78,Personenauto,RENAULT,CLIO,03/05/2014,890,1149,1065,1580,31/03/2008,03/05/2014,16915,Ja
92GNZK,Personenauto,BMW,3ER REIHE; 330CI CABRIO AUT.,02/05/2013,16491,2979,1595,2040,25/01/2001,25/01/2001,,Ja
8KJG67,Personenauto,ALFA ROMEO,ALFA GIULIETTA,02/05/2013,3250,1368,1280,1810,02/05/2013,02/05/2013,31670,Ja
96LHZP,Personenauto,VOLKSWAGEN,PASSAT; VARIANT 96 KW,04/05/2013,6770,1984,1418,1990,17/01/2003,17/01/2003,,Ja
3TRP31,Personenauto,RENAULT,CLIO,03/05/2014,735,898,984,1588,03/05/2014,03/05/2014,17575,Ja
TGRT60,Personenauto,FORD,KA; 1.3I,03/05/2014,1768,1299,865,1265,17/04/1998,17/04/1998,,Ja
70FBGJ,Personenauto,OPEL,ASTRA-G-CARAVAN; X1.6SZR,04/05/2013,3990,1598,1109,1720,28/01/2000,28/01/2000,,Ja
01ZFJN,Personenauto,PEUGEOT,206,03/05/2014,6134,1587,1115,1535,11/01/2008,11/01/2008,25628,Ja
8KBB71,Personenauto,SEAT,ALHAMBRA,01/05/2013,11249,1390,1690,2500,01/05/2013,01/05/2013,53614,Ja
11JLN5,Personenauto,FORD,FOCUS,03/05/2014,6017,1999,1259,1895,30/06/2009,30/06/2009,29873,Ja
06XRLD,Personenauto,HYUNDAI,ATOS-PRIME; 1.1,04/05/2013,1349,1086,859,1336,07/03/2005,13/10/2007,,Ja
2KJK23,Personenauto,AUDI,A3 SPORTBACK,01/05/2013,2625,1395,1200,1785,01/05/2013,01/05/2013,34637,Ja
1KJB90,Personenauto,RENAULT,TWINGO,02/05/2013,1125,1149,839,1360,02/05/2013,02/05/2013,12384,Ja
2KGT16,Personenauto,RENAULT,MEGANE SCENIC,02/05/2013,2875,1397,1295,1894,28/02/2011,02/05/2013,29850,Ja
98NVP4,Personenauto,PEUGEOT,5008,02/05/2013,7914,1560,1477,2250,27/01/2011,27/01/2011,32420,Ja
1KJR83,Personenauto,OPEL,ASTRA,01/05/2013,4052,1364,1140,1735,04/06/2009,01/05/2013,,Ja
53HNS6,Personenauto,PEUGEOT,207,03/05/2014,4130,1397,1190,1691,21/01/2009,21/01/2009,20248,Ja
3KHP29,Personenauto,OPEL,AGILA,04/05/2013,1375,996,950,1485,04/05/2013,04/05/2013,11189,Ja
92FGKZ,Personenauto,RENAULT,MEGANE BERLINE; 1.4 16V,04/05/2013,3222,1390,1055,1595,17/03/2000,17/03/2000,,Ja
AR1425,Personenauto,MERCEDES-BENZ,300 SEL 6.3,04/05/2013,,6330,1790,,30/06/1970,18/01/2011,,Ja
94LJP2,Personenauto,TOYOTA,TOYOTA PRIUS,01/05/2013,,1798,1345,1805,17/05/2010,17/05/2010,29090,Ja
9KHZ94,Personenauto,FIAT,FIAT 500,02/05/2013,,875,945,1385,02/05/2013,02/05/2013,19590,Ja
3KJH56,Personenauto,CITROEN,CITROEN C1,02/05/2013,500,998,805,1190,02/05/2013,02/05/2013,11000,Ja
74RGJ8,Personenauto,NISSAN,NISSAN JUKE,02/05/2013,5685,1618,1225,1735,27/05/2011,27/05/2011,27336,Ja
57RDP8,Personenauto,TOYOTA,TOYOTA AYGO,03/05/2014,,998,775,1180,23/05/2011,23/05/2011,8715,Ja
4KJD13,Personenauto,TOYOTA,TOYOTA YARIS,04/05/2013,1875,998,955,1430,04/05/2013,04/05/2013,16020,Ja
6KJN02,Personenauto,VOLKSWAGEN,GOLF,02/05/2013,2375,1197,1135,1730,02/05/2013,02/05/2013,30353,Ja
95PSFV,Personenauto,TOYOTA,YARIS; 1.3 16V VVT-I 5-DRS,03/05/2014,2960,1298,880,1385,05/11/2004,05/11/2004,,Ja
8KJD49,Personenauto,KIA,RIO,04/05/2013,1250,1248,1004,1560,04/05/2013,04/05/2013,15841,Ja
03RPV8,Personenauto,VOLKSWAGEN,TOURAN,03/05/2014,4784,1197,1406,2150,31/08/2011,31/08/2011,28829,Ja
LFDT04,Personenauto,PEUGEOT,106 ACCENT 1.5D,01/05/2013,3030,1527,830,1320,28/03/1995,28/03/1995,,Ja
16JJF1,Personenauto,FORD,FIESTA,01/05/2013,3473,1596,945,1500,12/06/2009,12/06/2009,19759,Ja
78DPJV,Personenauto,SUBARU,IMPREZA; GL AWD,03/05/2014,3260,1597,1140,1690,15/10/1999,15/10/1999,,Ja
41GLBT,Personenauto,PEUGEOT,206; 1.4 5DRS,02/05/2013,2881,1360,925,1450,09/01/2001,09/01/2001,,Ja
3206VH,Personenauto,VOLKSWAGEN,113021,03/05/2014,,,832,,03/10/1972,03/10/1972,,Nee
3KHJ48,Personenauto,VOLKSWAGEN,GOLF,02/05/2013,2125,1395,1196,1780,02/05/2013,02/05/2013,31387,Ja
44ZDGP,Personenauto,ALFA ROMEO,ALFA ROMEO 159; 2.2 JTS 16V,03/05/2014,8590,2198,1465,2010,02/01/2008,02/01/2008,34588,Ja
XGGX52,Personenauto,ALFA ROMEO,ALFA ROMEO 145; 1.6 T.SPARK 16V,01/05/2013,3480,1598,1160,1705,03/11/1998,03/11/1998,,Nee
97RLLN,Personenauto,SEAT,ALTEA; 1.9 TDI/BJB 77 KW,02/05/2013,7466,1896,1380,2005,02/06/2005,02/06/2005,,Ja
1KDV53,Personenauto,KIA,PICANTO,01/05/2013,,998,820,1340,01/05/2013,01/05/2013,10391,Ja
61THP4,Personenauto,TOYOTA,TOYOTA RAV4,02/05/2013,7538,1987,1400,2070,01/02/2012,01/02/2012,28681,Ja
1KGS94,Personenauto,PEUGEOT,208,02/05/2013,1125,1199,950,1530,16/04/2013,16/04/2013,19620,Ja
2TRR85,Personenauto,SEAT,IBIZA,03/05/2014,2625,1197,995,1570,03/05/2014,03/05/2014,17274,Ja
03JDK3,Personenauto,SKODA,OCTAVIA,02/05/2013,4688,1390,1240,1925,20/04/2009,20/04/2009,24549,Ja
4KJD45,Personenauto,TOYOTA,TOYOTA YARIS,02/05/2013,1875,998,955,1430,02/05/2013,02/05/2013,15755,Ja
33RZN1,Personenauto,TOYOTA,TOYOTA VERSO-S,04/05/2013,2725,1329,1055,1545,07/09/2011,07/09/2011,19224,Ja
66ZNXT,Personenauto,FIAT,FIAT PUNTO,01/05/2013,4242,1368,1130,1635,19/04/2008,19/04/2008,,Ja
5KFH43,Personenauto,CITROEN,CITROEN C1,02/05/2013,500,998,805,1190,29/03/2013,29/03/2013,11000,Ja
74JDLB,Personenauto,OPEL,AGILA; Z1.2XE,04/05/2013,1830,1199,930,1370,22/02/2002,22/02/2002,,Ja
1TSR95,Personenauto,SKODA,YETI,03/05/2014,6804,1390,1295,1940,03/05/2014,03/05/2014,31554,Ja
61TGFR,Personenauto,SEAT,LEON,03/05/2014,7933,1896,1265,1868,18/08/2006,18/08/2006,,Ja
60NSXR,Personenauto,SUZUKI,ALTO; 1.1,02/05/2013,1443,1061,775,1165,13/02/2004,13/02/2004,,Ja
6KFX55,Personenauto,SUZUKI,ALTO,02/05/2013,,996,830,1250,02/05/2013,02/05/2013,9829,Ja
2KHJ34,Personenauto,KIA,PICANTO,01/05/2013,,998,820,1340,01/05/2013,01/05/2013,11291,Ja
7KGS42,Personenauto,KIA,PICANTO,01/05/2013,,998,815,1340,01/05/2013,01/05/2013,8596,Ja
56PDN3,Personenauto,VOLKSWAGEN,PASSAT,01/05/2013,6893,1598,1399,2040,03/01/2011,03/01/2011,36381,Ja
13SKR4,Personenauto,FORD,FOCUS,02/05/2013,4868,1596,1177,1820,14/10/2011,14/10/2011,21840,Ja
05NNTJ,Personenauto,BMW,3ER REIHE; 325XI TOURING,01/05/2013,12837,2494,1550,2075,07/01/2004,07/01/2004,,Ja
AE2787,Personenauto,VOLKSWAGEN,VW 1/11 DE LUXE,01/05/2013,,,710,,28/02/1958,09/11/1998,,Ja
8KHP54,Personenauto,SKODA,CITIGO,01/05/2013,375,999,840,1290,01/05/2013,01/05/2013,12629,Ja
NT98ZB,Personenauto,SAAB,900,02/05/2013,,1985,1184,1640,10/01/1986,10/01/1986,,Nee
4KJH09,Personenauto,CITROEN,CITROEN C1,02/05/2013,500,998,795,1180,02/05/2013,02/05/2013,10865,Ja
7KHP86,Personenauto,VOLKSWAGEN,GOLF,01/05/2013,2375,1197,1135,1730,01/05/2013,01/05/2013,22855,Ja
47LDFK,Personenauto,SUZUKI,ALTO; 1.1,03/05/2014,1581,1061,775,1165,07/11/2002,07/11/2002,,Ja
49KFP1,Personenauto,MINI,COOPER,01/05/2013,5086,1598,1040,1515,13/11/2009,13/11/2009,26132,Ja
4KJP16,Personenauto,BMW,528I XDRIVE,02/05/2013,10953,1997,1780,2445,02/05/2013,02/05/2013,81117,Ja
JB07KT,Personenauto,WILLYS,M.B.,01/05/2013,,,1060,,30/06/1944,10/09/1982,,Ja
87HST3,Personenauto,FORD,KA,04/05/2013,1269,1242,840,1320,20/02/2009,20/02/2009,11000,Ja
AR4192,Personenauto,CADILLAC,CADILLAC 62 SEDAN DE VILLE,01/05/2013,,6384,2310,,28/02/1959,08/06/2012,,Ja
2SNN54,Personenauto,MERCEDES-BENZ,A 180,03/05/2014,3125,1595,1260,1925,21/11/2013,21/11/2013,32548,Ja
32RRKF,Personenauto,VOLVO,S60; D,04/05/2013,10898,2401,1465,2030,14/07/2005,14/07/2005,40444,Ja
61HJT3,Personenauto,AUDI,AUDI A6,02/05/2013,25341,2995,1765,2420,02/01/2009,02/01/2009,100533,Ja
3KHZ30,Personenauto,SEAT,LEON,01/05/2013,2375,1197,1109,1710,01/05/2013,01/05/2013,26689,Ja
1TBK11,Personenauto,HYUNDAI,I10,03/05/2014,375,998,908,1310,28/02/2014,28/02/2014,12470,Ja
59ZXG8,Personenauto,FIAT,FIAT PUNTO,02/05/2013,375,875,1065,1650,28/02/2013,28/02/2013,17748,Ja
95PXZX,Personenauto,MAZDA,MAZDA PREMACY; 1.8,02/05/2013,4639,1840,1287,1770,27/01/2005,27/01/2005,,Ja
13LTKZ,Personenauto,TOYOTA,TOYOTA COROLLA; 1.4 VVT-I,04/05/2013,3501,1398,1100,1655,15/05/2003,15/05/2003,,Ja
9TLP65,Personenauto,RENAULT,MEGANE,03/05/2014,754,1461,1240,1825,21/10/2011,03/05/2014,30685,Ja
59PVDS,Personenauto,PORSCHE,968 CABRIOLET AUTOMATIC  U9,04/05/2013,23513,2990,1465,1790,22/04/1992,16/03/2005,,Ja
4KGT26,Personenauto,LAND ROVER,DISCOVERY 4,01/05/2013,24456,2993,2480,3240,29/02/2012,01/05/2013,112760,Ja
6KJH79,Personenauto,MERCEDES-BENZ,B 180,02/05/2013,5000,1595,1325,1950,02/05/2013,02/05/2013,39618,Ja
65HXJ9,Personenauto,DACIA,LOGAN,01/05/2013,3070,1598,1170,1770,20/03/2009,20/03/2009,,Ja
9KGV30,Personenauto,FORD,KA,02/05/2013,484,1242,840,1320,11/01/2011,02/05/2013,9899,Ja
9KHR02,Personenauto,PEUGEOT,5008,01/05/2013,8437,1598,1380,2000,01/05/2013,01/05/2013,30870,Ja
4KFF92,Personenauto,VOLKSWAGEN,UP,04/05/2013,,999,840,1290,04/05/2013,04/05/2013,10916,Ja
62ZLPK,Personenauto,CHEVROLET,AVEO,01/05/2013,3737,1399,1068,1540,26/03/2008,26/03/2008,17237,Ja
65NHLN,Personenauto,FORD,FOCUS; 1.6I-16V-WAGON,01/05/2013,3974,1596,1080,1635,30/09/2003,30/09/2003,,Ja
DPVN93,Personenauto,CHEVROLET,T10 BLAZER U9,04/05/2013,,4293,1760,2313,17/01/1992,17/01/1992,,Nee
ZJXX62,Personenauto,FORD,FOCUS; 1.4I,04/05/2013,3107,1388,1090,1630,27/05/1999,27/05/1999,,Ja
62ZSFS,Personenauto,VOLKSWAGEN,POLO,01/05/2013,4828,1422,1064,1650,26/05/2008,26/05/2008,20080,Ja
XY88NT,Personenauto,AUTO UNION,AUDI 80 66 KW U9,03/05/2014,,1781,1021,1510,02/01/1990,02/01/1990,,Ja
1KJD94,Personenauto,HYUNDAI,I 10,04/05/2013,500,998,863,1400,04/05/2013,04/05/2013,9670,Ja
36PRS8,Personenauto,SUZUKI,SWIFT,02/05/2013,1346,1242,935,1480,18/03/2011,18/03/2011,15781,Ja
8KHB54,Personenauto,FORD,MONDEO,02/05/2013,5357,1560,1405,2265,02/05/2013,02/05/2013,30125,Ja
2TSP14,Personenauto,KIA,PICANTO,03/05/2014,1260,1248,830,1370,03/05/2014,03/05/2014,13241,Ja
73RZPR,Personenauto,OPEL,AGILA; Z1.2XEP,03/05/2014,2571,1229,955,1450,21/10/2005,21/10/2005,13444,Ja
22RLKN,Personenauto,CITROEN,XSARA PICASSO; 1.8I 16V,04/05/2013,5380,1749,1220,1795,31/05/2005,31/05/2005,23654,Ja
02ZRH8,Personenauto,KIA,PICANTO,02/05/2013,,998,820,1340,28/02/2013,28/02/2013,9788,Ja
1TSP51,Personenauto,OPEL,AGILA,03/05/2014,4662,1242,1015,1485,03/05/2014,03/05/2014,16684,Ja
29NNFL,Personenauto,MAZDA,MAZDA 6; SPORT 2.0 CITD 88KW,03/05/2014,7759,1998,1410,1960,12/12/2003,12/12/2003,,Nee
75NZT4,Personenauto,VOLKSWAGEN,POLO,04/05/2013,2935,1390,970,1550,03/01/2011,03/01/2011,16994,Ja
